2026-07-20 18:00:00.001 [INFO] [System] COWdeploy Ultimate Benchmark (Profile: PYTHON_NPU)
2026-07-20 18:00:00.015 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 18:00:00.018 [INFO] [System] Language/Runtime: Python
2026-07-20 18:00:00.033 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 18:00:00.058 [INFO] [Pipeline] Configuration: 
    - Detection Backend: TFLite (Hexagon DSP Delegate) [W8A8]
    - Feature Extractor Backend: TFLite (Hexagon DSP Delegate) [W8A8]
2026-07-20 18:00:00.113 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 18:00:00.158 [INFO] [Accelerator] Loading Hexagon DSP drivers and delegates...
2026-07-20 18:00:00.478 [INFO] [Accelerator] Context loaded successfully to CDSP.
2026-07-20 18:00:00.483 [INFO] [Pipeline] Starting main video processing loop...
2026-07-20 18:00:00.509 [DEBUG] [Frame 0000] Decode: 10.3ms | Pre: 1.5ms | YOLO: 9.7ms | DINOv2: Skipped | Overhead: 4.9ms | Total: 26.5ms
2026-07-20 18:00:00.797 [DEBUG] [Frame 0011] Decode: 11.1ms | Pre: 1.1ms | YOLO: 8.6ms | DINOv2: Skipped | Overhead: 5.8ms | Total: 26.7ms
2026-07-20 18:00:00.824 [DEBUG] [Frame 0012] Decode: 12.5ms | Pre: 1.3ms | YOLO: 8.0ms | DINOv2: Skipped | Overhead: 4.7ms | Total: 26.6ms
2026-07-20 18:00:00.851 [DEBUG] [Frame 0013] Decode: 11.3ms | Pre: 1.5ms | YOLO: 9.8ms | DINOv2: Skipped | Overhead: 4.8ms | Total: 27.3ms
2026-07-20 18:00:00.878 [DEBUG] [Frame 0014] Decode: 11.6ms | Pre: 1.1ms | YOLO: 8.6ms | DINOv2: Skipped | Overhead: 5.2ms | Total: 26.4ms
2026-07-20 18:00:00.902 [DEBUG] [Frame 0015] Decode: 10.7ms | Pre: 1.0ms | YOLO: 8.1ms | DINOv2: Skipped | Overhead: 4.3ms | Total: 24.1ms
2026-07-20 18:00:00.929 [DEBUG] [Frame 0016] Decode: 11.6ms | Pre: 1.1ms | YOLO: 9.5ms | DINOv2: Skipped | Overhead: 4.5ms | Total: 26.8ms
2026-07-20 18:00:00.954 [DEBUG] [Frame 0017] Decode: 10.6ms | Pre: 1.2ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 4.4ms | Total: 25.6ms
2026-07-20 18:00:00.981 [DEBUG] [Frame 0018] Decode: 12.6ms | Pre: 1.1ms | YOLO: 8.6ms | DINOv2: Skipped | Overhead: 4.4ms | Total: 26.7ms
2026-07-20 18:00:01.008 [DEBUG] [Frame 0019] Decode: 12.6ms | Pre: 1.4ms | YOLO: 8.8ms | DINOv2: Skipped | Overhead: 4.3ms | Total: 27.0ms
2026-07-20 18:00:01.036 [DEBUG] [Frame 0020] Decode: 11.7ms | Pre: 1.1ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 5.3ms | Total: 28.0ms
2026-07-20 18:00:01.062 [DEBUG] [Frame 0021] Decode: 10.3ms | Pre: 1.3ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 4.5ms | Total: 25.9ms
2026-07-20 18:00:01.088 [DEBUG] [Frame 0022] Decode: 11.1ms | Pre: 1.5ms | YOLO: 8.8ms | DINOv2: Skipped | Overhead: 4.6ms | Total: 26.0ms
2026-07-20 18:00:01.115 [DEBUG] [Frame 0023] Decode: 11.6ms | Pre: 1.4ms | YOLO: 9.5ms | DINOv2: Skipped | Overhead: 4.6ms | Total: 27.0ms
2026-07-20 18:00:01.140 [DEBUG] [Frame 0024] Decode: 11.1ms | Pre: 1.2ms | YOLO: 8.6ms | DINOv2: Skipped | Overhead: 4.2ms | Total: 25.2ms
2026-07-20 18:00:01.166 [DEBUG] [Frame 0025] Decode: 10.7ms | Pre: 1.1ms | YOLO: 9.5ms | DINOv2: Skipped | Overhead: 4.3ms | Total: 25.6ms
2026-07-20 18:00:01.195 [DEBUG] [Frame 0026] Decode: 12.1ms | Pre: 1.4ms | YOLO: 9.8ms | DINOv2: Skipped | Overhead: 5.6ms | Total: 28.9ms
2026-07-20 18:00:01.223 [DEBUG] [Frame 0027] Decode: 11.8ms | Pre: 1.4ms | YOLO: 9.5ms | DINOv2: Skipped | Overhead: 5.9ms | Total: 28.5ms
2026-07-20 18:00:01.251 [DEBUG] [Frame 0028] Decode: 11.4ms | Pre: 1.4ms | YOLO: 9.6ms | DINOv2: Skipped | Overhead: 5.0ms | Total: 27.5ms
2026-07-20 18:00:01.278 [DEBUG] [Frame 0029] Decode: 11.6ms | Pre: 1.3ms | YOLO: 10.0ms | DINOv2: Skipped | Overhead: 4.2ms | Total: 27.0ms
2026-07-20 18:00:01.307 [DEBUG] [Frame 0030] Decode: 12.6ms | Pre: 1.4ms | YOLO: 9.7ms | DINOv2: Skipped | Overhead: 5.5ms | Total: 29.3ms
2026-07-20 18:00:01.333 [DEBUG] [Frame 0031] Decode: 12.3ms | Pre: 1.3ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 4.4ms | Total: 26.1ms
2026-07-20 18:00:01.360 [DEBUG] [Frame 0032] Decode: 12.3ms | Pre: 1.2ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 5.5ms | Total: 26.8ms
2026-07-20 18:00:01.386 [DEBUG] [Frame 0033] Decode: 11.5ms | Pre: 1.2ms | YOLO: 7.9ms | DINOv2: Skipped | Overhead: 5.3ms | Total: 25.9ms
2026-07-20 18:00:01.414 [DEBUG] [Frame 0034] Decode: 12.6ms | Pre: 1.0ms | YOLO: 9.0ms | DINOv2: Skipped | Overhead: 5.6ms | Total: 28.2ms
2026-07-20 18:00:01.441 [DEBUG] [Frame 0035] Decode: 12.4ms | Pre: 1.4ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 5.1ms | Total: 27.1ms
2026-07-20 18:00:01.466 [DEBUG] [Frame 0036] Decode: 10.7ms | Pre: 1.3ms | YOLO: 8.6ms | DINOv2: Skipped | Overhead: 4.4ms | Total: 25.0ms
2026-07-20 18:00:01.491 [DEBUG] [Frame 0037] Decode: 11.4ms | Pre: 1.0ms | YOLO: 7.9ms | DINOv2: Skipped | Overhead: 4.3ms | Total: 24.7ms
2026-07-20 18:00:01.516 [DEBUG] [Frame 0038] Decode: 10.3ms | Pre: 1.1ms | YOLO: 8.8ms | DINOv2: Skipped | Overhead: 5.5ms | Total: 25.7ms
2026-07-20 18:00:01.541 [DEBUG] [Frame 0039] Decode: 11.9ms | Pre: 1.4ms | YOLO: 7.7ms | DINOv2: Skipped | Overhead: 3.7ms | Total: 24.6ms
2026-07-20 18:00:01.567 [DEBUG] [Frame 0040] Decode: 10.9ms | Pre: 1.2ms | YOLO: 8.7ms | DINOv2: Skipped | Overhead: 4.9ms | Total: 25.7ms
2026-07-20 18:00:01.592 [DEBUG] [Frame 0041] Decode: 11.6ms | Pre: 1.5ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 3.9ms | Total: 25.2ms
2026-07-20 18:00:01.618 [DEBUG] [Frame 0042] Decode: 10.9ms | Pre: 1.3ms | YOLO: 9.6ms | DINOv2: Skipped | Overhead: 4.4ms | Total: 26.2ms
2026-07-20 18:00:01.644 [DEBUG] [Frame 0043] Decode: 11.9ms | Pre: 1.3ms | YOLO: 8.4ms | DINOv2: Skipped | Overhead: 4.4ms | Total: 26.0ms
2026-07-20 18:00:01.669 [DEBUG] [Frame 0044] Decode: 11.1ms | Pre: 1.2ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 3.9ms | Total: 24.5ms
2026-07-20 18:00:01.698 [DEBUG] [Frame 0045] Decode: 12.2ms | Pre: 1.4ms | YOLO: 9.7ms | DINOv2: Skipped | Overhead: 5.7ms | Total: 29.0ms
2026-07-20 18:00:01.723 [DEBUG] [Frame 0046] Decode: 12.4ms | Pre: 1.3ms | YOLO: 7.9ms | DINOv2: Skipped | Overhead: 4.2ms | Total: 25.8ms
2026-07-20 18:00:01.750 [DEBUG] [Frame 0047] Decode: 12.0ms | Pre: 1.1ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 4.0ms | Total: 26.9ms
2026-07-20 18:00:01.776 [DEBUG] [Frame 0048] Decode: 11.2ms | Pre: 1.4ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 4.7ms | Total: 25.7ms
2026-07-20 18:00:01.803 [DEBUG] [Frame 0049] Decode: 11.3ms | Pre: 1.4ms | YOLO: 9.1ms | DINOv2: Skipped | Overhead: 5.1ms | Total: 26.9ms
2026-07-20 18:00:01.829 [DEBUG] [Frame 0050] Decode: 12.1ms | Pre: 1.2ms | YOLO: 8.8ms | DINOv2: Skipped | Overhead: 3.6ms | Total: 25.7ms
2026-07-20 18:00:01.856 [DEBUG] [Frame 0051] Decode: 12.0ms | Pre: 1.2ms | YOLO: 9.6ms | DINOv2: Skipped | Overhead: 4.7ms | Total: 27.6ms
2026-07-20 18:00:01.883 [DEBUG] [Frame 0052] Decode: 12.4ms | Pre: 1.3ms | YOLO: 7.7ms | DINOv2: Skipped | Overhead: 5.2ms | Total: 26.6ms
2026-07-20 18:00:01.909 [DEBUG] [Frame 0053] Decode: 11.2ms | Pre: 1.0ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 4.1ms | Total: 25.7ms
2026-07-20 18:00:01.935 [DEBUG] [Frame 0054] Decode: 11.4ms | Pre: 1.3ms | YOLO: 9.0ms | DINOv2: Skipped | Overhead: 5.0ms | Total: 26.7ms
2026-07-20 18:00:01.962 [DEBUG] [Frame 0055] Decode: 11.0ms | Pre: 1.3ms | YOLO: 9.2ms | DINOv2: Skipped | Overhead: 4.7ms | Total: 26.1ms
2026-07-20 18:00:01.990 [DEBUG] [Frame 0056] Decode: 12.3ms | Pre: 1.3ms | YOLO: 9.5ms | DINOv2: Skipped | Overhead: 5.5ms | Total: 28.6ms
2026-07-20 18:00:02.018 [DEBUG] [Frame 0057] Decode: 12.3ms | Pre: 1.3ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 4.3ms | Total: 27.8ms
2026-07-20 18:00:02.044 [DEBUG] [Frame 0058] Decode: 11.5ms | Pre: 1.4ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 4.2ms | Total: 25.7ms
2026-07-20 18:00:02.069 [DEBUG] [Frame 0059] Decode: 11.0ms | Pre: 1.2ms | YOLO: 8.3ms | DINOv2: Skipped | Overhead: 5.3ms | Total: 25.8ms
2026-07-20 18:00:02.095 [DEBUG] [Frame 0060] Decode: 11.8ms | Pre: 1.4ms | YOLO: 7.7ms | DINOv2: Skipped | Overhead: 4.5ms | Total: 25.5ms
2026-07-20 18:00:02.120 [DEBUG] [Frame 0061] Decode: 10.9ms | Pre: 1.2ms | YOLO: 8.9ms | DINOv2: Skipped | Overhead: 4.2ms | Total: 25.2ms
2026-07-20 18:00:02.146 [DEBUG] [Frame 0062] Decode: 11.8ms | Pre: 1.0ms | YOLO: 8.6ms | DINOv2: Skipped | Overhead: 5.0ms | Total: 26.4ms
2026-07-20 18:00:02.173 [DEBUG] [Frame 0063] Decode: 12.2ms | Pre: 1.1ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 4.9ms | Total: 26.1ms
2026-07-20 18:00:02.197 [DEBUG] [Frame 0064] Decode: 10.5ms | Pre: 1.2ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 5.0ms | Total: 24.6ms
2026-07-20 18:00:02.222 [DEBUG] [Frame 0065] Decode: 11.4ms | Pre: 1.3ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 3.9ms | Total: 24.8ms
2026-07-20 18:00:02.251 [DEBUG] [Frame 0066] Decode: 12.4ms | Pre: 1.2ms | YOLO: 9.5ms | DINOv2: Skipped | Overhead: 5.9ms | Total: 29.0ms
2026-07-20 18:00:02.277 [DEBUG] [Frame 0067] Decode: 12.0ms | Pre: 1.5ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 4.6ms | Total: 26.3ms
2026-07-20 18:00:02.303 [DEBUG] [Frame 0068] Decode: 12.1ms | Pre: 1.4ms | YOLO: 7.6ms | DINOv2: Skipped | Overhead: 5.1ms | Total: 26.2ms
2026-07-20 18:00:02.328 [DEBUG] [Frame 0069] Decode: 10.2ms | Pre: 1.1ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 5.7ms | Total: 24.8ms
2026-07-20 18:00:02.354 [DEBUG] [Frame 0070] Decode: 11.9ms | Pre: 1.2ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 4.3ms | Total: 25.8ms
2026-07-20 18:00:02.381 [DEBUG] [Frame 0071] Decode: 12.2ms | Pre: 1.1ms | YOLO: 8.7ms | DINOv2: Skipped | Overhead: 4.5ms | Total: 26.5ms
2026-07-20 18:00:02.407 [DEBUG] [Frame 0072] Decode: 12.3ms | Pre: 1.5ms | YOLO: 7.6ms | DINOv2: Skipped | Overhead: 5.2ms | Total: 26.6ms
2026-07-20 18:00:02.436 [DEBUG] [Frame 0073] Decode: 11.9ms | Pre: 1.1ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 5.5ms | Total: 28.4ms
2026-07-20 18:00:02.460 [DEBUG] [Frame 0074] Decode: 11.1ms | Pre: 1.5ms | YOLO: 7.6ms | DINOv2: Skipped | Overhead: 4.7ms | Total: 24.9ms
2026-07-20 18:00:02.485 [DEBUG] [Frame 0075] Decode: 11.1ms | Pre: 1.5ms | YOLO: 8.0ms | DINOv2: Skipped | Overhead: 4.0ms | Total: 24.6ms
2026-07-20 18:00:02.512 [DEBUG] [Frame 0076] Decode: 12.6ms | Pre: 1.2ms | YOLO: 8.9ms | DINOv2: Skipped | Overhead: 3.9ms | Total: 26.6ms
2026-07-20 18:00:02.539 [DEBUG] [Frame 0077] Decode: 12.4ms | Pre: 1.4ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 5.0ms | Total: 27.3ms
2026-07-20 18:00:02.564 [DEBUG] [Frame 0078] Decode: 12.1ms | Pre: 1.4ms | YOLO: 8.1ms | DINOv2: Skipped | Overhead: 4.0ms | Total: 25.6ms
2026-07-20 18:00:02.589 [DEBUG] [Frame 0079] Decode: 10.3ms | Pre: 1.2ms | YOLO: 8.0ms | DINOv2: Skipped | Overhead: 5.1ms | Total: 24.7ms
2026-07-20 18:00:02.617 [DEBUG] [Frame 0080] Decode: 11.7ms | Pre: 1.5ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 5.2ms | Total: 27.9ms
2026-07-20 18:00:02.643 [DEBUG] [Frame 0081] Decode: 11.2ms | Pre: 1.3ms | YOLO: 7.7ms | DINOv2: Skipped | Overhead: 5.4ms | Total: 25.6ms
2026-07-20 18:00:02.669 [DEBUG] [Frame 0082] Decode: 12.2ms | Pre: 1.5ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 4.1ms | Total: 26.2ms
2026-07-20 18:00:02.692 [DEBUG] [Frame 0083] Decode: 10.2ms | Pre: 1.3ms | YOLO: 7.7ms | DINOv2: Skipped | Overhead: 4.2ms | Total: 23.4ms
2026-07-20 18:00:02.720 [DEBUG] [Frame 0084] Decode: 11.8ms | Pre: 1.4ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 4.5ms | Total: 27.5ms
2026-07-20 18:00:02.746 [DEBUG] [Frame 0085] Decode: 11.3ms | Pre: 1.5ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 5.0ms | Total: 26.0ms
2026-07-20 18:00:02.774 [DEBUG] [Frame 0086] Decode: 11.4ms | Pre: 1.4ms | YOLO: 9.6ms | DINOv2: Skipped | Overhead: 5.8ms | Total: 28.2ms
2026-07-20 18:00:02.802 [DEBUG] [Frame 0087] Decode: 12.4ms | Pre: 1.4ms | YOLO: 8.8ms | DINOv2: Skipped | Overhead: 5.3ms | Total: 27.9ms
2026-07-20 18:00:02.828 [DEBUG] [Frame 0088] Decode: 10.4ms | Pre: 1.1ms | YOLO: 9.5ms | DINOv2: Skipped | Overhead: 5.7ms | Total: 26.7ms
2026-07-20 18:00:02.856 [DEBUG] [Frame 0089] Decode: 12.1ms | Pre: 1.4ms | YOLO: 8.6ms | DINOv2: Skipped | Overhead: 5.5ms | Total: 27.5ms
2026-07-20 18:00:02.881 [DEBUG] [Frame 0090] Decode: 11.8ms | Pre: 1.1ms | YOLO: 8.3ms | DINOv2: Skipped | Overhead: 3.8ms | Total: 25.0ms
2026-07-20 18:00:02.907 [DEBUG] [Frame 0091] Decode: 10.8ms | Pre: 1.2ms | YOLO: 9.6ms | DINOv2: Skipped | Overhead: 3.9ms | Total: 25.5ms
2026-07-20 18:00:02.934 [DEBUG] [Frame 0092] Decode: 10.7ms | Pre: 1.3ms | YOLO: 10.1ms | DINOv2: Skipped | Overhead: 5.0ms | Total: 27.1ms
2026-07-20 18:00:02.959 [DEBUG] [Frame 0093] Decode: 10.2ms | Pre: 1.4ms | YOLO: 8.4ms | DINOv2: Skipped | Overhead: 5.0ms | Total: 25.0ms
2026-07-20 18:00:02.985 [DEBUG] [Frame 0094] Decode: 10.8ms | Pre: 1.5ms | YOLO: 9.2ms | DINOv2: Skipped | Overhead: 4.4ms | Total: 25.8ms
2026-07-20 18:00:03.012 [DEBUG] [Frame 0095] Decode: 10.4ms | Pre: 1.2ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 5.6ms | Total: 27.1ms
2026-07-20 18:00:03.038 [DEBUG] [Frame 0096] Decode: 12.2ms | Pre: 1.2ms | YOLO: 7.9ms | DINOv2: Skipped | Overhead: 4.9ms | Total: 26.2ms
2026-07-20 18:00:03.067 [DEBUG] [Frame 0097] Decode: 12.5ms | Pre: 1.3ms | YOLO: 9.2ms | DINOv2: Skipped | Overhead: 5.6ms | Total: 28.7ms
2026-07-20 18:00:03.092 [DEBUG] [Frame 0098] Decode: 10.9ms | Pre: 1.1ms | YOLO: 7.9ms | DINOv2: Skipped | Overhead: 5.2ms | Total: 25.1ms
2026-07-20 18:00:03.119 [DEBUG] [Frame 0099] Decode: 11.8ms | Pre: 1.2ms | YOLO: 9.2ms | DINOv2: Skipped | Overhead: 5.5ms | Total: 27.7ms
2026-07-20 18:00:03.147 [DEBUG] [Frame 0100] Decode: 11.5ms | Pre: 1.5ms | YOLO: 9.8ms | DINOv2: Skipped | Overhead: 5.0ms | Total: 27.8ms
2026-07-20 18:00:03.172 [DEBUG] [Frame 0101] Decode: 11.4ms | Pre: 1.3ms | YOLO: 8.4ms | DINOv2: Skipped | Overhead: 4.2ms | Total: 25.3ms
2026-07-20 18:00:03.199 [DEBUG] [Frame 0102] Decode: 10.5ms | Pre: 1.2ms | YOLO: 9.1ms | DINOv2: Skipped | Overhead: 5.6ms | Total: 26.3ms
2026-07-20 18:00:03.224 [DEBUG] [Frame 0103] Decode: 11.6ms | Pre: 1.1ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 4.4ms | Total: 25.6ms
2026-07-20 18:00:03.249 [DEBUG] [Frame 0104] Decode: 11.2ms | Pre: 1.0ms | YOLO: 8.7ms | DINOv2: Skipped | Overhead: 4.0ms | Total: 25.0ms
2026-07-20 18:00:03.278 [DEBUG] [Frame 0105] Decode: 11.8ms | Pre: 1.3ms | YOLO: 9.8ms | DINOv2: Skipped | Overhead: 5.4ms | Total: 28.3ms
2026-07-20 18:00:03.303 [DEBUG] [Frame 0106] Decode: 12.0ms | Pre: 1.1ms | YOLO: 8.4ms | DINOv2: Skipped | Overhead: 3.9ms | Total: 25.4ms
2026-07-20 18:00:03.332 [DEBUG] [Frame 0107] Decode: 11.7ms | Pre: 1.1ms | YOLO: 10.0ms | DINOv2: Skipped | Overhead: 5.7ms | Total: 28.5ms
2026-07-20 18:00:03.357 [DEBUG] [Frame 0108] Decode: 11.4ms | Pre: 1.0ms | YOLO: 7.7ms | DINOv2: Skipped | Overhead: 5.7ms | Total: 25.8ms
2026-07-20 18:00:03.383 [DEBUG] [Frame 0109] Decode: 12.0ms | Pre: 1.1ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 4.6ms | Total: 25.6ms
2026-07-20 18:00:03.409 [DEBUG] [Frame 0110] Decode: 11.1ms | Pre: 1.4ms | YOLO: 8.7ms | DINOv2: Skipped | Overhead: 5.0ms | Total: 26.3ms
2026-07-20 18:00:03.436 [DEBUG] [Frame 0111] Decode: 11.8ms | Pre: 1.4ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 5.3ms | Total: 26.4ms
2026-07-20 18:00:03.461 [DEBUG] [Frame 0112] Decode: 10.6ms | Pre: 1.2ms | YOLO: 9.5ms | DINOv2: Skipped | Overhead: 4.2ms | Total: 25.6ms
2026-07-20 18:00:03.488 [DEBUG] [Frame 0113] Decode: 12.0ms | Pre: 1.0ms | YOLO: 8.8ms | DINOv2: Skipped | Overhead: 5.1ms | Total: 26.9ms
2026-07-20 18:00:03.515 [DEBUG] [Frame 0114] Decode: 12.6ms | Pre: 1.0ms | YOLO: 8.3ms | DINOv2: Skipped | Overhead: 4.9ms | Total: 26.9ms
2026-07-20 18:00:03.539 [DEBUG] [Frame 0115] Decode: 10.7ms | Pre: 1.4ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 4.1ms | Total: 24.0ms
2026-07-20 18:00:03.567 [DEBUG] [Frame 0116] Decode: 12.0ms | Pre: 1.5ms | YOLO: 9.2ms | DINOv2: Skipped | Overhead: 5.1ms | Total: 27.7ms
2026-07-20 18:00:03.592 [DEBUG] [Frame 0117] Decode: 11.2ms | Pre: 1.4ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 5.0ms | Total: 25.7ms
2026-07-20 18:00:03.620 [DEBUG] [Frame 0118] Decode: 12.4ms | Pre: 1.4ms | YOLO: 9.0ms | DINOv2: Skipped | Overhead: 4.9ms | Total: 27.6ms
2026-07-20 18:00:03.647 [DEBUG] [Frame 0119] Decode: 11.3ms | Pre: 1.4ms | YOLO: 9.3ms | DINOv2: Skipped | Overhead: 5.4ms | Total: 27.3ms
2026-07-20 18:00:03.674 [DEBUG] [Frame 0120] Decode: 12.3ms | Pre: 1.0ms | YOLO: 8.9ms | DINOv2: Skipped | Overhead: 4.7ms | Total: 26.9ms
2026-07-20 18:00:03.700 [DEBUG] [Frame 0121] Decode: 10.7ms | Pre: 1.2ms | YOLO: 8.6ms | DINOv2: Skipped | Overhead: 5.7ms | Total: 26.1ms
2026-07-20 18:00:03.728 [DEBUG] [Frame 0122] Decode: 12.4ms | Pre: 1.0ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 5.7ms | Total: 27.4ms
2026-07-20 18:00:03.754 [DEBUG] [Frame 0123] Decode: 10.4ms | Pre: 1.2ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 4.9ms | Total: 25.9ms
2026-07-20 18:00:03.780 [DEBUG] [Frame 0124] Decode: 12.7ms | Pre: 1.5ms | YOLO: 7.7ms | DINOv2: Skipped | Overhead: 4.5ms | Total: 26.3ms
2026-07-20 18:00:03.806 [DEBUG] [Frame 0125] Decode: 11.5ms | Pre: 1.3ms | YOLO: 8.4ms | DINOv2: Skipped | Overhead: 4.5ms | Total: 25.7ms
2026-07-20 18:00:03.831 [DEBUG] [Frame 0126] Decode: 11.5ms | Pre: 1.1ms | YOLO: 7.6ms | DINOv2: Skipped | Overhead: 5.3ms | Total: 25.5ms
2026-07-20 18:00:03.858 [DEBUG] [Frame 0127] Decode: 10.8ms | Pre: 1.5ms | YOLO: 9.8ms | DINOv2: Skipped | Overhead: 4.5ms | Total: 26.6ms
2026-07-20 18:00:03.884 [DEBUG] [Frame 0128] Decode: 10.8ms | Pre: 1.3ms | YOLO: 8.3ms | DINOv2: Skipped | Overhead: 5.6ms | Total: 26.0ms
2026-07-20 18:00:03.912 [DEBUG] [Frame 0129] Decode: 12.1ms | Pre: 1.3ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 5.5ms | Total: 28.3ms
2026-07-20 18:00:03.938 [DEBUG] [Frame 0130] Decode: 11.3ms | Pre: 1.2ms | YOLO: 8.3ms | DINOv2: Skipped | Overhead: 5.0ms | Total: 25.8ms
2026-07-20 18:00:03.963 [DEBUG] [Frame 0131] Decode: 11.2ms | Pre: 1.1ms | YOLO: 8.9ms | DINOv2: Skipped | Overhead: 3.8ms | Total: 25.1ms
2026-07-20 18:00:03.990 [DEBUG] [Frame 0132] Decode: 11.1ms | Pre: 1.3ms | YOLO: 9.1ms | DINOv2: Skipped | Overhead: 5.2ms | Total: 26.7ms
