2026-07-20 18:00:00.001 [INFO] [System] COWdeploy Ultimate Benchmark (Profile: ONNX_GPU)
2026-07-20 18:00:00.015 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 18:00:00.018 [INFO] [System] Language/Runtime: C++
2026-07-20 18:00:00.033 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 18:00:00.058 [INFO] [Pipeline] Configuration: 
    - Detection Backend: ONNX Runtime (OpenCL GPU) [FP16]
    - Feature Extractor Backend: ONNX Runtime (OpenCL GPU) [FP16]
2026-07-20 18:00:00.113 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 18:00:00.233 [INFO] [Accelerator] Initializing OpenCL Context for Adreno GPU...
2026-07-20 18:00:00.683 [INFO] [Accelerator] OpenCL Kernels compiled and loaded successfully.
2026-07-20 18:00:00.688 [INFO] [Pipeline] Starting main video processing loop...
2026-07-20 18:00:00.718 [DEBUG] [Frame 0000] Decode: 10.2ms | Pre: 1.2ms | YOLO: 17.8ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 30.1ms
2026-07-20 18:00:01.072 [DEBUG] [Frame 0011] Decode: 11.9ms | Pre: 1.5ms | YOLO: 17.9ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 32.1ms
2026-07-20 18:00:01.105 [DEBUG] [Frame 0012] Decode: 12.3ms | Pre: 1.4ms | YOLO: 18.7ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 33.3ms
2026-07-20 18:00:01.139 [DEBUG] [Frame 0013] Decode: 12.1ms | Pre: 1.2ms | YOLO: 19.8ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 34.0ms
2026-07-20 18:00:01.171 [DEBUG] [Frame 0014] Decode: 11.4ms | Pre: 1.3ms | YOLO: 18.8ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 32.2ms
2026-07-20 18:00:01.206 [DEBUG] [Frame 0015] Decode: 12.3ms | Pre: 1.5ms | YOLO: 19.8ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 34.5ms
2026-07-20 18:00:01.238 [DEBUG] [Frame 0016] Decode: 12.3ms | Pre: 1.2ms | YOLO: 18.3ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 32.5ms
2026-07-20 18:00:01.270 [DEBUG] [Frame 0017] Decode: 12.0ms | Pre: 1.1ms | YOLO: 18.1ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 31.7ms
2026-07-20 18:00:01.302 [DEBUG] [Frame 0018] Decode: 10.6ms | Pre: 1.5ms | YOLO: 19.3ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 32.2ms
2026-07-20 18:00:01.335 [DEBUG] [Frame 0019] Decode: 12.4ms | Pre: 1.4ms | YOLO: 18.1ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 32.9ms
2026-07-20 18:00:01.367 [DEBUG] [Frame 0020] Decode: 11.7ms | Pre: 1.0ms | YOLO: 18.1ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 31.7ms
2026-07-20 18:00:01.400 [DEBUG] [Frame 0021] Decode: 11.8ms | Pre: 1.2ms | YOLO: 19.0ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 32.7ms
2026-07-20 18:00:01.432 [DEBUG] [Frame 0022] Decode: 11.1ms | Pre: 1.2ms | YOLO: 19.4ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 32.6ms
2026-07-20 18:00:01.463 [DEBUG] [Frame 0023] Decode: 10.3ms | Pre: 1.2ms | YOLO: 19.0ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 31.3ms
2026-07-20 18:00:01.497 [DEBUG] [Frame 0024] Decode: 11.5ms | Pre: 1.3ms | YOLO: 19.8ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 33.3ms
2026-07-20 18:00:01.528 [DEBUG] [Frame 0025] Decode: 10.7ms | Pre: 1.4ms | YOLO: 18.7ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 31.7ms
2026-07-20 18:00:01.559 [DEBUG] [Frame 0026] Decode: 11.9ms | Pre: 1.1ms | YOLO: 17.6ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 31.0ms
2026-07-20 18:00:01.591 [DEBUG] [Frame 0027] Decode: 10.9ms | Pre: 1.2ms | YOLO: 18.9ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 31.7ms
2026-07-20 18:00:01.623 [DEBUG] [Frame 0028] Decode: 11.3ms | Pre: 1.4ms | YOLO: 17.8ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 31.5ms
2026-07-20 18:00:01.656 [DEBUG] [Frame 0029] Decode: 12.4ms | Pre: 1.4ms | YOLO: 19.3ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 33.6ms
2026-07-20 18:00:01.686 [DEBUG] [Frame 0030] Decode: 10.3ms | Pre: 1.1ms | YOLO: 18.0ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 30.0ms
2026-07-20 18:00:01.718 [DEBUG] [Frame 0031] Decode: 11.4ms | Pre: 1.1ms | YOLO: 17.8ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 31.3ms
2026-07-20 18:00:01.750 [DEBUG] [Frame 0032] Decode: 10.4ms | Pre: 1.4ms | YOLO: 19.3ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 32.0ms
2026-07-20 18:00:01.783 [DEBUG] [Frame 0033] Decode: 12.0ms | Pre: 1.4ms | YOLO: 19.6ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 34.0ms
2026-07-20 18:00:01.818 [DEBUG] [Frame 0034] Decode: 12.5ms | Pre: 1.2ms | YOLO: 19.4ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 34.1ms
2026-07-20 18:00:01.849 [DEBUG] [Frame 0035] Decode: 11.6ms | Pre: 1.3ms | YOLO: 17.8ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 31.3ms
2026-07-20 18:00:01.882 [DEBUG] [Frame 0036] Decode: 12.6ms | Pre: 1.2ms | YOLO: 19.1ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 33.5ms
2026-07-20 18:00:01.915 [DEBUG] [Frame 0037] Decode: 11.5ms | Pre: 1.4ms | YOLO: 19.3ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 33.1ms
2026-07-20 18:00:01.948 [DEBUG] [Frame 0038] Decode: 11.4ms | Pre: 1.3ms | YOLO: 19.4ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 33.0ms
2026-07-20 18:00:01.979 [DEBUG] [Frame 0039] Decode: 10.3ms | Pre: 1.1ms | YOLO: 18.5ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 30.5ms
2026-07-20 18:00:02.013 [DEBUG] [Frame 0040] Decode: 11.7ms | Pre: 1.3ms | YOLO: 19.9ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 33.9ms
2026-07-20 18:00:02.047 [DEBUG] [Frame 0041] Decode: 12.3ms | Pre: 1.5ms | YOLO: 19.1ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 33.7ms
2026-07-20 18:00:02.078 [DEBUG] [Frame 0042] Decode: 10.7ms | Pre: 1.2ms | YOLO: 19.1ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 31.7ms
2026-07-20 18:00:02.111 [DEBUG] [Frame 0043] Decode: 11.4ms | Pre: 1.0ms | YOLO: 19.6ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 32.9ms
2026-07-20 18:00:02.142 [DEBUG] [Frame 0044] Decode: 10.5ms | Pre: 1.3ms | YOLO: 18.1ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 30.6ms
2026-07-20 18:00:02.173 [DEBUG] [Frame 0045] Decode: 11.8ms | Pre: 1.2ms | YOLO: 17.9ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 31.8ms
2026-07-20 18:00:02.206 [DEBUG] [Frame 0046] Decode: 10.4ms | Pre: 1.3ms | YOLO: 19.6ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 32.3ms
2026-07-20 18:00:02.237 [DEBUG] [Frame 0047] Decode: 10.4ms | Pre: 1.4ms | YOLO: 19.3ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 31.6ms
2026-07-20 18:00:02.270 [DEBUG] [Frame 0048] Decode: 12.1ms | Pre: 1.4ms | YOLO: 18.2ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 32.5ms
2026-07-20 18:00:02.302 [DEBUG] [Frame 0049] Decode: 10.7ms | Pre: 1.1ms | YOLO: 19.7ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 32.5ms
2026-07-20 18:00:02.334 [DEBUG] [Frame 0050] Decode: 10.3ms | Pre: 1.5ms | YOLO: 19.2ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 31.6ms
2026-07-20 18:00:02.367 [DEBUG] [Frame 0051] Decode: 12.5ms | Pre: 1.1ms | YOLO: 18.8ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 33.3ms
2026-07-20 18:00:02.401 [DEBUG] [Frame 0052] Decode: 12.7ms | Pre: 1.2ms | YOLO: 19.1ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 33.7ms
2026-07-20 18:00:02.433 [DEBUG] [Frame 0053] Decode: 11.0ms | Pre: 1.3ms | YOLO: 18.6ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 31.7ms
2026-07-20 18:00:02.465 [DEBUG] [Frame 0054] Decode: 12.0ms | Pre: 1.3ms | YOLO: 18.4ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 32.4ms
2026-07-20 18:00:02.495 [DEBUG] [Frame 0055] Decode: 10.2ms | Pre: 1.2ms | YOLO: 17.8ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 29.8ms
2026-07-20 18:00:02.528 [DEBUG] [Frame 0056] Decode: 12.2ms | Pre: 1.2ms | YOLO: 19.5ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 33.5ms
2026-07-20 18:00:02.560 [DEBUG] [Frame 0057] Decode: 10.9ms | Pre: 1.2ms | YOLO: 19.4ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 32.0ms
2026-07-20 18:00:02.592 [DEBUG] [Frame 0058] Decode: 11.6ms | Pre: 1.1ms | YOLO: 18.2ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 31.8ms
2026-07-20 18:00:02.624 [DEBUG] [Frame 0059] Decode: 10.4ms | Pre: 1.3ms | YOLO: 19.2ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 31.5ms
2026-07-20 18:00:02.657 [DEBUG] [Frame 0060] Decode: 12.0ms | Pre: 1.4ms | YOLO: 18.9ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 33.0ms
2026-07-20 18:00:02.690 [DEBUG] [Frame 0061] Decode: 12.5ms | Pre: 1.4ms | YOLO: 18.7ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 33.2ms
2026-07-20 18:00:02.721 [DEBUG] [Frame 0062] Decode: 10.6ms | Pre: 1.4ms | YOLO: 18.3ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 30.8ms
2026-07-20 18:00:02.754 [DEBUG] [Frame 0063] Decode: 12.5ms | Pre: 1.4ms | YOLO: 19.0ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 33.9ms
2026-07-20 18:00:02.788 [DEBUG] [Frame 0064] Decode: 12.2ms | Pre: 1.4ms | YOLO: 19.2ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 33.8ms
2026-07-20 18:00:02.822 [DEBUG] [Frame 0065] Decode: 12.0ms | Pre: 1.4ms | YOLO: 19.7ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 33.7ms
2026-07-20 18:00:02.853 [DEBUG] [Frame 0066] Decode: 11.7ms | Pre: 1.5ms | YOLO: 17.5ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 31.5ms
2026-07-20 18:00:02.886 [DEBUG] [Frame 0067] Decode: 11.0ms | Pre: 1.1ms | YOLO: 19.8ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 32.9ms
2026-07-20 18:00:02.919 [DEBUG] [Frame 0068] Decode: 11.5ms | Pre: 1.1ms | YOLO: 19.5ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 33.1ms
2026-07-20 18:00:02.952 [DEBUG] [Frame 0069] Decode: 11.8ms | Pre: 1.4ms | YOLO: 18.1ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 32.1ms
2026-07-20 18:00:02.984 [DEBUG] [Frame 0070] Decode: 12.0ms | Pre: 1.4ms | YOLO: 18.1ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 32.5ms
2026-07-20 18:00:03.016 [DEBUG] [Frame 0071] Decode: 10.7ms | Pre: 1.3ms | YOLO: 19.8ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 32.4ms
2026-07-20 18:00:03.049 [DEBUG] [Frame 0072] Decode: 10.3ms | Pre: 1.2ms | YOLO: 20.0ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 32.3ms
2026-07-20 18:00:03.080 [DEBUG] [Frame 0073] Decode: 10.9ms | Pre: 1.3ms | YOLO: 18.4ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 31.2ms
2026-07-20 18:00:03.113 [DEBUG] [Frame 0074] Decode: 11.2ms | Pre: 1.4ms | YOLO: 19.8ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 33.3ms
2026-07-20 18:00:03.145 [DEBUG] [Frame 0075] Decode: 10.4ms | Pre: 1.1ms | YOLO: 19.1ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 31.3ms
2026-07-20 18:00:03.177 [DEBUG] [Frame 0076] Decode: 10.4ms | Pre: 1.3ms | YOLO: 20.0ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 32.2ms
2026-07-20 18:00:03.210 [DEBUG] [Frame 0077] Decode: 12.4ms | Pre: 1.3ms | YOLO: 19.0ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 33.4ms
2026-07-20 18:00:03.242 [DEBUG] [Frame 0078] Decode: 10.6ms | Pre: 1.2ms | YOLO: 19.6ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 32.2ms
2026-07-20 18:00:03.274 [DEBUG] [Frame 0079] Decode: 11.4ms | Pre: 1.4ms | YOLO: 17.9ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 31.3ms
2026-07-20 18:00:03.307 [DEBUG] [Frame 0080] Decode: 11.9ms | Pre: 1.0ms | YOLO: 19.1ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 33.0ms
2026-07-20 18:00:03.338 [DEBUG] [Frame 0081] Decode: 11.9ms | Pre: 1.4ms | YOLO: 17.5ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 31.4ms
2026-07-20 18:00:03.370 [DEBUG] [Frame 0082] Decode: 11.0ms | Pre: 1.2ms | YOLO: 18.7ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 31.9ms
2026-07-20 18:00:03.402 [DEBUG] [Frame 0083] Decode: 10.9ms | Pre: 1.2ms | YOLO: 18.7ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 31.7ms
2026-07-20 18:00:03.434 [DEBUG] [Frame 0084] Decode: 10.8ms | Pre: 1.5ms | YOLO: 19.4ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 32.3ms
2026-07-20 18:00:03.468 [DEBUG] [Frame 0085] Decode: 12.5ms | Pre: 1.5ms | YOLO: 19.5ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 33.9ms
2026-07-20 18:00:03.499 [DEBUG] [Frame 0086] Decode: 11.8ms | Pre: 1.0ms | YOLO: 17.7ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 31.2ms
2026-07-20 18:00:03.530 [DEBUG] [Frame 0087] Decode: 10.5ms | Pre: 1.2ms | YOLO: 18.4ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 30.7ms
2026-07-20 18:00:03.561 [DEBUG] [Frame 0088] Decode: 11.7ms | Pre: 1.5ms | YOLO: 17.5ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 31.4ms
2026-07-20 18:00:03.596 [DEBUG] [Frame 0089] Decode: 12.2ms | Pre: 1.3ms | YOLO: 19.9ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 34.2ms
2026-07-20 18:00:03.627 [DEBUG] [Frame 0090] Decode: 10.8ms | Pre: 1.3ms | YOLO: 18.2ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 31.3ms
2026-07-20 18:00:03.659 [DEBUG] [Frame 0091] Decode: 10.6ms | Pre: 1.4ms | YOLO: 19.0ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 31.7ms
2026-07-20 18:00:03.689 [DEBUG] [Frame 0092] Decode: 10.4ms | Pre: 1.3ms | YOLO: 17.8ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 30.0ms
2026-07-20 18:00:03.721 [DEBUG] [Frame 0093] Decode: 11.6ms | Pre: 1.1ms | YOLO: 19.2ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 32.4ms
2026-07-20 18:00:03.755 [DEBUG] [Frame 0094] Decode: 12.1ms | Pre: 1.2ms | YOLO: 19.7ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 33.9ms
2026-07-20 18:00:03.786 [DEBUG] [Frame 0095] Decode: 11.6ms | Pre: 1.4ms | YOLO: 17.9ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 31.4ms
2026-07-20 18:00:03.819 [DEBUG] [Frame 0096] Decode: 11.9ms | Pre: 1.5ms | YOLO: 18.0ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 32.2ms
2026-07-20 18:00:03.851 [DEBUG] [Frame 0097] Decode: 11.3ms | Pre: 1.2ms | YOLO: 19.2ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 32.7ms
2026-07-20 18:00:03.882 [DEBUG] [Frame 0098] Decode: 10.4ms | Pre: 1.0ms | YOLO: 18.7ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 30.8ms
2026-07-20 18:00:03.916 [DEBUG] [Frame 0099] Decode: 12.6ms | Pre: 1.3ms | YOLO: 18.7ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 33.6ms
2026-07-20 18:00:03.946 [DEBUG] [Frame 0100] Decode: 10.7ms | Pre: 1.0ms | YOLO: 17.9ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 30.3ms
2026-07-20 18:00:03.980 [DEBUG] [Frame 0101] Decode: 11.9ms | Pre: 1.5ms | YOLO: 19.4ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 33.7ms
2026-07-20 18:00:04.011 [DEBUG] [Frame 0102] Decode: 12.0ms | Pre: 1.0ms | YOLO: 17.5ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 31.2ms
2026-07-20 18:00:04.043 [DEBUG] [Frame 0103] Decode: 12.2ms | Pre: 1.5ms | YOLO: 17.9ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 32.3ms
2026-07-20 18:00:04.074 [DEBUG] [Frame 0104] Decode: 11.1ms | Pre: 1.3ms | YOLO: 18.0ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 31.0ms
2026-07-20 18:00:04.108 [DEBUG] [Frame 0105] Decode: 11.4ms | Pre: 1.4ms | YOLO: 20.0ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 33.5ms
2026-07-20 18:00:04.139 [DEBUG] [Frame 0106] Decode: 10.4ms | Pre: 1.0ms | YOLO: 19.1ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 31.3ms
2026-07-20 18:00:04.171 [DEBUG] [Frame 0107] Decode: 10.4ms | Pre: 1.3ms | YOLO: 19.7ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 32.4ms
2026-07-20 18:00:04.203 [DEBUG] [Frame 0108] Decode: 11.9ms | Pre: 1.4ms | YOLO: 17.8ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 31.9ms
2026-07-20 18:00:04.237 [DEBUG] [Frame 0109] Decode: 11.6ms | Pre: 1.5ms | YOLO: 19.7ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 33.5ms
2026-07-20 18:00:04.269 [DEBUG] [Frame 0110] Decode: 10.8ms | Pre: 1.2ms | YOLO: 19.3ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 31.8ms
2026-07-20 18:00:04.299 [DEBUG] [Frame 0111] Decode: 10.5ms | Pre: 1.1ms | YOLO: 18.7ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 30.9ms
2026-07-20 18:00:04.331 [DEBUG] [Frame 0112] Decode: 10.8ms | Pre: 1.1ms | YOLO: 19.1ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 31.8ms
2026-07-20 18:00:04.365 [DEBUG] [Frame 0113] Decode: 12.2ms | Pre: 1.3ms | YOLO: 19.0ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 33.3ms
2026-07-20 18:00:04.398 [DEBUG] [Frame 0114] Decode: 12.5ms | Pre: 1.2ms | YOLO: 18.8ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 33.3ms
2026-07-20 18:00:04.431 [DEBUG] [Frame 0115] Decode: 10.6ms | Pre: 1.4ms | YOLO: 19.9ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 32.7ms
2026-07-20 18:00:04.462 [DEBUG] [Frame 0116] Decode: 11.3ms | Pre: 1.1ms | YOLO: 17.8ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 31.0ms
2026-07-20 18:00:04.493 [DEBUG] [Frame 0117] Decode: 10.9ms | Pre: 1.5ms | YOLO: 18.1ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 31.2ms
2026-07-20 18:00:04.527 [DEBUG] [Frame 0118] Decode: 12.0ms | Pre: 1.2ms | YOLO: 19.6ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 33.8ms
2026-07-20 18:00:04.559 [DEBUG] [Frame 0119] Decode: 12.7ms | Pre: 1.0ms | YOLO: 17.8ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 32.3ms
2026-07-20 18:00:04.589 [DEBUG] [Frame 0120] Decode: 10.6ms | Pre: 1.2ms | YOLO: 17.9ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 30.3ms
2026-07-20 18:00:04.622 [DEBUG] [Frame 0121] Decode: 11.7ms | Pre: 1.3ms | YOLO: 18.9ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 32.9ms
2026-07-20 18:00:04.655 [DEBUG] [Frame 0122] Decode: 11.6ms | Pre: 1.1ms | YOLO: 19.4ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 33.0ms
2026-07-20 18:00:04.688 [DEBUG] [Frame 0123] Decode: 12.4ms | Pre: 1.1ms | YOLO: 19.3ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 33.4ms
2026-07-20 18:00:04.721 [DEBUG] [Frame 0124] Decode: 12.3ms | Pre: 1.3ms | YOLO: 18.4ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 32.8ms
2026-07-20 18:00:04.753 [DEBUG] [Frame 0125] Decode: 12.2ms | Pre: 1.1ms | YOLO: 17.7ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 31.9ms
2026-07-20 18:00:04.785 [DEBUG] [Frame 0126] Decode: 10.4ms | Pre: 1.4ms | YOLO: 19.2ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 31.9ms
2026-07-20 18:00:04.818 [DEBUG] [Frame 0127] Decode: 12.7ms | Pre: 1.3ms | YOLO: 18.0ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 32.9ms
2026-07-20 18:00:04.851 [DEBUG] [Frame 0128] Decode: 12.1ms | Pre: 1.3ms | YOLO: 18.5ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 32.8ms
2026-07-20 18:00:04.883 [DEBUG] [Frame 0129] Decode: 11.8ms | Pre: 1.1ms | YOLO: 18.1ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 31.9ms
2026-07-20 18:00:04.915 [DEBUG] [Frame 0130] Decode: 11.5ms | Pre: 1.4ms | YOLO: 18.5ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 32.2ms
2026-07-20 18:00:04.947 [DEBUG] [Frame 0131] Decode: 10.4ms | Pre: 1.2ms | YOLO: 19.2ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 31.8ms
2026-07-20 18:00:04.980 [DEBUG] [Frame 0132] Decode: 12.5ms | Pre: 1.5ms | YOLO: 18.5ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 33.2ms
