2026-07-20 18:00:00.001 [INFO] [System] COWdeploy Ultimate Benchmark (Profile: TFLITE_NPU)
2026-07-20 18:00:00.015 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 18:00:00.018 [INFO] [System] Language/Runtime: C++
2026-07-20 18:00:00.033 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 18:00:00.058 [INFO] [Pipeline] Configuration: 
    - Detection Backend: TFLite (Hexagon DSP Delegate) [INT8]
    - Feature Extractor Backend: TFLite (Hexagon DSP Delegate) [INT8]
2026-07-20 18:00:00.113 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 18:00:00.158 [INFO] [Accelerator] Loading Hexagon DSP drivers and delegates...
2026-07-20 18:00:00.478 [INFO] [Accelerator] Context loaded successfully to CDSP.
2026-07-20 18:00:00.483 [INFO] [Pipeline] Starting main video processing loop...
2026-07-20 18:00:00.504 [DEBUG] [Frame 0000] Decode: 11.4ms | Pre: 1.3ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 21.4ms
2026-07-20 18:00:01.804 [DEBUG] [Frame 0058] Decode: 11.2ms | Pre: 1.2ms | YOLO: 9.2ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 22.5ms
2026-07-20 18:00:01.825 [DEBUG] [Frame 0059] Decode: 10.4ms | Pre: 1.4ms | YOLO: 8.3ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 20.7ms
2026-07-20 18:00:01.846 [DEBUG] [Frame 0060] Decode: 10.5ms | Pre: 1.0ms | YOLO: 9.6ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.7ms
2026-07-20 18:00:01.866 [DEBUG] [Frame 0061] Decode: 10.2ms | Pre: 1.0ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 20.3ms
2026-07-20 18:00:01.890 [DEBUG] [Frame 0062] Decode: 11.2ms | Pre: 1.2ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 23.2ms
2026-07-20 18:00:01.911 [DEBUG] [Frame 0063] Decode: 11.2ms | Pre: 1.3ms | YOLO: 8.1ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.2ms
2026-07-20 18:00:01.933 [DEBUG] [Frame 0064] Decode: 10.7ms | Pre: 1.1ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 22.2ms
2026-07-20 18:00:01.955 [DEBUG] [Frame 0065] Decode: 11.3ms | Pre: 1.3ms | YOLO: 8.9ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 22.0ms
2026-07-20 18:00:01.979 [DEBUG] [Frame 0066] Decode: 12.2ms | Pre: 1.2ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 24.2ms
2026-07-20 18:00:02.001 [DEBUG] [Frame 0067] Decode: 11.4ms | Pre: 1.4ms | YOLO: 8.1ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 21.4ms
2026-07-20 18:00:02.022 [DEBUG] [Frame 0068] Decode: 10.9ms | Pre: 1.4ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 21.3ms
2026-07-20 18:00:02.046 [DEBUG] [Frame 0069] Decode: 12.0ms | Pre: 1.4ms | YOLO: 9.2ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 23.6ms
2026-07-20 18:00:02.067 [DEBUG] [Frame 0070] Decode: 11.6ms | Pre: 1.4ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 21.7ms
2026-07-20 18:00:02.088 [DEBUG] [Frame 0071] Decode: 10.8ms | Pre: 1.5ms | YOLO: 8.1ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 20.9ms
2026-07-20 18:00:02.112 [DEBUG] [Frame 0072] Decode: 11.8ms | Pre: 1.1ms | YOLO: 10.0ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 23.6ms
2026-07-20 18:00:02.134 [DEBUG] [Frame 0073] Decode: 10.6ms | Pre: 1.4ms | YOLO: 9.1ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.7ms
2026-07-20 18:00:02.156 [DEBUG] [Frame 0074] Decode: 10.6ms | Pre: 1.1ms | YOLO: 9.8ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 22.4ms
2026-07-20 18:00:02.179 [DEBUG] [Frame 0075] Decode: 11.1ms | Pre: 1.3ms | YOLO: 9.5ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 22.7ms
2026-07-20 18:00:02.201 [DEBUG] [Frame 0076] Decode: 10.6ms | Pre: 1.3ms | YOLO: 10.0ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 22.8ms
2026-07-20 18:00:02.223 [DEBUG] [Frame 0077] Decode: 11.1ms | Pre: 1.2ms | YOLO: 8.7ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.8ms
2026-07-20 18:00:02.246 [DEBUG] [Frame 0078] Decode: 11.3ms | Pre: 1.0ms | YOLO: 9.6ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 22.4ms
2026-07-20 18:00:02.266 [DEBUG] [Frame 0079] Decode: 10.5ms | Pre: 1.3ms | YOLO: 7.9ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 20.6ms
2026-07-20 18:00:02.288 [DEBUG] [Frame 0080] Decode: 11.5ms | Pre: 1.2ms | YOLO: 7.7ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 21.4ms
2026-07-20 18:00:02.310 [DEBUG] [Frame 0081] Decode: 12.7ms | Pre: 1.3ms | YOLO: 7.7ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 22.6ms
2026-07-20 18:00:02.334 [DEBUG] [Frame 0082] Decode: 12.4ms | Pre: 1.1ms | YOLO: 9.8ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 24.0ms
2026-07-20 18:00:02.356 [DEBUG] [Frame 0083] Decode: 11.8ms | Pre: 1.3ms | YOLO: 7.6ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 21.6ms
2026-07-20 18:00:02.378 [DEBUG] [Frame 0084] Decode: 12.0ms | Pre: 1.3ms | YOLO: 8.7ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 22.7ms
2026-07-20 18:00:02.402 [DEBUG] [Frame 0085] Decode: 12.3ms | Pre: 1.5ms | YOLO: 9.1ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 23.9ms
2026-07-20 18:00:02.426 [DEBUG] [Frame 0086] Decode: 11.8ms | Pre: 1.4ms | YOLO: 9.6ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 23.4ms
2026-07-20 18:00:02.448 [DEBUG] [Frame 0087] Decode: 10.5ms | Pre: 1.4ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 22.7ms
2026-07-20 18:00:02.470 [DEBUG] [Frame 0088] Decode: 11.0ms | Pre: 1.1ms | YOLO: 8.7ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.3ms
2026-07-20 18:00:02.494 [DEBUG] [Frame 0089] Decode: 11.9ms | Pre: 1.3ms | YOLO: 10.0ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 23.9ms
2026-07-20 18:00:02.515 [DEBUG] [Frame 0090] Decode: 11.2ms | Pre: 1.5ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 21.3ms
2026-07-20 18:00:02.539 [DEBUG] [Frame 0091] Decode: 12.4ms | Pre: 1.5ms | YOLO: 9.8ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 24.5ms
2026-07-20 18:00:02.561 [DEBUG] [Frame 0092] Decode: 10.8ms | Pre: 1.4ms | YOLO: 8.6ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 21.4ms
2026-07-20 18:00:02.581 [DEBUG] [Frame 0093] Decode: 10.2ms | Pre: 1.0ms | YOLO: 7.7ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 19.7ms
2026-07-20 18:00:02.604 [DEBUG] [Frame 0094] Decode: 11.2ms | Pre: 1.2ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 23.2ms
2026-07-20 18:00:02.627 [DEBUG] [Frame 0095] Decode: 11.9ms | Pre: 1.0ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 23.0ms
2026-07-20 18:00:02.650 [DEBUG] [Frame 0096] Decode: 12.2ms | Pre: 1.4ms | YOLO: 8.6ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 22.8ms
2026-07-20 18:00:02.671 [DEBUG] [Frame 0097] Decode: 11.2ms | Pre: 1.3ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 21.3ms
2026-07-20 18:00:02.694 [DEBUG] [Frame 0098] Decode: 10.8ms | Pre: 1.5ms | YOLO: 10.0ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 23.2ms
2026-07-20 18:00:02.718 [DEBUG] [Frame 0099] Decode: 12.5ms | Pre: 1.4ms | YOLO: 9.3ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 23.9ms
2026-07-20 18:00:02.739 [DEBUG] [Frame 0100] Decode: 11.1ms | Pre: 1.4ms | YOLO: 7.7ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 20.7ms
2026-07-20 18:00:02.763 [DEBUG] [Frame 0101] Decode: 12.6ms | Pre: 1.1ms | YOLO: 9.3ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 23.9ms
2026-07-20 18:00:02.787 [DEBUG] [Frame 0102] Decode: 12.4ms | Pre: 1.2ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 24.3ms
2026-07-20 18:00:02.807 [DEBUG] [Frame 0103] Decode: 10.2ms | Pre: 1.1ms | YOLO: 8.1ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 20.4ms
2026-07-20 18:00:02.831 [DEBUG] [Frame 0104] Decode: 11.7ms | Pre: 1.3ms | YOLO: 9.5ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 23.4ms
2026-07-20 18:00:02.853 [DEBUG] [Frame 0105] Decode: 11.0ms | Pre: 1.3ms | YOLO: 9.6ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 22.7ms
2026-07-20 18:00:02.877 [DEBUG] [Frame 0106] Decode: 11.7ms | Pre: 1.3ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 23.3ms
2026-07-20 18:00:02.900 [DEBUG] [Frame 0107] Decode: 11.2ms | Pre: 1.3ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 22.8ms
2026-07-20 18:00:02.924 [DEBUG] [Frame 0108] Decode: 12.0ms | Pre: 1.1ms | YOLO: 10.1ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 24.2ms
2026-07-20 18:00:02.945 [DEBUG] [Frame 0109] Decode: 11.1ms | Pre: 1.1ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 21.5ms
2026-07-20 18:00:02.967 [DEBUG] [Frame 0110] Decode: 10.4ms | Pre: 1.4ms | YOLO: 9.2ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 22.0ms
2026-07-20 18:00:02.990 [DEBUG] [Frame 0111] Decode: 11.6ms | Pre: 1.0ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 23.0ms
2026-07-20 18:00:03.011 [DEBUG] [Frame 0112] Decode: 10.8ms | Pre: 1.1ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 20.7ms
2026-07-20 18:00:03.031 [DEBUG] [Frame 0113] Decode: 10.4ms | Pre: 1.3ms | YOLO: 7.9ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 20.2ms
2026-07-20 18:00:03.053 [DEBUG] [Frame 0114] Decode: 10.8ms | Pre: 1.5ms | YOLO: 9.3ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 22.1ms
2026-07-20 18:00:03.075 [DEBUG] [Frame 0115] Decode: 11.9ms | Pre: 1.2ms | YOLO: 8.0ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 21.9ms
2026-07-20 18:00:03.099 [DEBUG] [Frame 0116] Decode: 12.0ms | Pre: 1.2ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 24.0ms
2026-07-20 18:00:03.121 [DEBUG] [Frame 0117] Decode: 12.2ms | Pre: 1.3ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.9ms
2026-07-20 18:00:03.143 [DEBUG] [Frame 0118] Decode: 12.1ms | Pre: 1.5ms | YOLO: 8.1ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 22.4ms
2026-07-20 18:00:03.166 [DEBUG] [Frame 0119] Decode: 10.6ms | Pre: 1.3ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 22.8ms
2026-07-20 18:00:03.190 [DEBUG] [Frame 0120] Decode: 12.6ms | Pre: 1.4ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 24.2ms
2026-07-20 18:00:03.213 [DEBUG] [Frame 0121] Decode: 12.2ms | Pre: 1.4ms | YOLO: 8.4ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 22.9ms
2026-07-20 18:00:03.235 [DEBUG] [Frame 0122] Decode: 12.1ms | Pre: 1.0ms | YOLO: 8.1ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.8ms
2026-07-20 18:00:03.258 [DEBUG] [Frame 0123] Decode: 11.3ms | Pre: 1.0ms | YOLO: 9.6ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 22.5ms
2026-07-20 18:00:03.280 [DEBUG] [Frame 0124] Decode: 11.9ms | Pre: 1.4ms | YOLO: 8.4ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 22.4ms
2026-07-20 18:00:03.302 [DEBUG] [Frame 0125] Decode: 10.9ms | Pre: 1.4ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 21.5ms
2026-07-20 18:00:03.324 [DEBUG] [Frame 0126] Decode: 11.4ms | Pre: 1.4ms | YOLO: 9.0ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 22.6ms
2026-07-20 18:00:03.346 [DEBUG] [Frame 0127] Decode: 11.3ms | Pre: 1.5ms | YOLO: 8.3ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.8ms
2026-07-20 18:00:03.369 [DEBUG] [Frame 0128] Decode: 11.6ms | Pre: 1.2ms | YOLO: 9.0ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 22.7ms
2026-07-20 18:00:03.391 [DEBUG] [Frame 0129] Decode: 12.4ms | Pre: 1.0ms | YOLO: 8.3ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 22.4ms
2026-07-20 18:00:03.412 [DEBUG] [Frame 0130] Decode: 11.2ms | Pre: 1.1ms | YOLO: 8.4ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.2ms
2026-07-20 18:00:03.434 [DEBUG] [Frame 0131] Decode: 11.7ms | Pre: 1.2ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 21.5ms
2026-07-20 18:00:03.456 [DEBUG] [Frame 0132] Decode: 10.8ms | Pre: 1.4ms | YOLO: 9.5ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 22.2ms
