2026-07-20 18:00:00.001 [INFO] [System] COWdeploy Ultimate Benchmark (Profile: TFLITE_NPU_W8A8)
2026-07-20 18:00:00.015 [INFO] [System] Hardware: Qualcomm Dragonwing RB3 Gen2 (QCM6490)
2026-07-20 18:00:00.018 [INFO] [System] Language/Runtime: C++
2026-07-20 18:00:00.033 [INFO] [Video] Resolution: 1920x1080 | Codec: H264 | FPS: 30.0 | Frames: 1800 (60s)
2026-07-20 18:00:00.058 [INFO] [Pipeline] Configuration: 
    - Detection Backend: TFLite (Hexagon DSP Delegate) [W8A8]
    - Feature Extractor Backend: TFLite (Hexagon DSP Delegate) [W8A8]
2026-07-20 18:00:00.113 [INFO] [Video] Initializing Adreno GPU V4L2 Hardware Decoder...
2026-07-20 18:00:00.158 [INFO] [Accelerator] Loading Hexagon DSP drivers and delegates...
2026-07-20 18:00:00.478 [INFO] [Accelerator] Context loaded successfully to CDSP.
2026-07-20 18:00:00.483 [INFO] [Pipeline] Starting main video processing loop...
2026-07-20 18:00:00.503 [DEBUG] [Frame 0000] Decode: 10.5ms | Pre: 1.2ms | YOLO: 8.3ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 20.8ms
2026-07-20 18:00:00.788 [DEBUG] [Frame 0013] Decode: 11.9ms | Pre: 1.4ms | YOLO: 9.2ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 23.1ms
2026-07-20 18:00:00.810 [DEBUG] [Frame 0014] Decode: 10.3ms | Pre: 1.2ms | YOLO: 9.6ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.6ms
2026-07-20 18:00:00.831 [DEBUG] [Frame 0015] Decode: 11.2ms | Pre: 1.5ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 21.3ms
2026-07-20 18:00:00.855 [DEBUG] [Frame 0016] Decode: 12.2ms | Pre: 1.1ms | YOLO: 9.6ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 23.7ms
2026-07-20 18:00:00.878 [DEBUG] [Frame 0017] Decode: 12.3ms | Pre: 1.4ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 23.1ms
2026-07-20 18:00:00.902 [DEBUG] [Frame 0018] Decode: 12.4ms | Pre: 1.2ms | YOLO: 9.3ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 23.9ms
2026-07-20 18:00:00.925 [DEBUG] [Frame 0019] Decode: 12.6ms | Pre: 1.4ms | YOLO: 8.7ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 23.4ms
2026-07-20 18:00:00.948 [DEBUG] [Frame 0020] Decode: 12.3ms | Pre: 1.3ms | YOLO: 8.6ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 22.9ms
2026-07-20 18:00:00.971 [DEBUG] [Frame 0021] Decode: 11.3ms | Pre: 1.0ms | YOLO: 9.7ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 22.8ms
2026-07-20 18:00:00.992 [DEBUG] [Frame 0022] Decode: 10.3ms | Pre: 1.4ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 20.9ms
2026-07-20 18:00:01.015 [DEBUG] [Frame 0023] Decode: 11.9ms | Pre: 1.3ms | YOLO: 9.3ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 23.2ms
2026-07-20 18:00:01.035 [DEBUG] [Frame 0024] Decode: 10.2ms | Pre: 1.1ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 20.4ms
2026-07-20 18:00:01.056 [DEBUG] [Frame 0025] Decode: 10.7ms | Pre: 1.4ms | YOLO: 8.0ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 21.2ms
2026-07-20 18:00:01.078 [DEBUG] [Frame 0026] Decode: 11.0ms | Pre: 1.1ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 21.4ms
2026-07-20 18:00:01.099 [DEBUG] [Frame 0027] Decode: 10.5ms | Pre: 1.1ms | YOLO: 9.1ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 21.6ms
2026-07-20 18:00:01.122 [DEBUG] [Frame 0028] Decode: 12.2ms | Pre: 1.2ms | YOLO: 8.8ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 23.0ms
2026-07-20 18:00:01.146 [DEBUG] [Frame 0029] Decode: 12.6ms | Pre: 1.4ms | YOLO: 9.0ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 23.7ms
2026-07-20 18:00:01.170 [DEBUG] [Frame 0030] Decode: 12.7ms | Pre: 1.3ms | YOLO: 9.2ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 23.8ms
2026-07-20 18:00:01.192 [DEBUG] [Frame 0031] Decode: 11.7ms | Pre: 1.2ms | YOLO: 8.7ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 22.3ms
2026-07-20 18:00:01.214 [DEBUG] [Frame 0032] Decode: 11.1ms | Pre: 1.2ms | YOLO: 8.9ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.7ms
2026-07-20 18:00:01.238 [DEBUG] [Frame 0033] Decode: 12.2ms | Pre: 1.4ms | YOLO: 9.3ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 23.9ms
2026-07-20 18:00:01.260 [DEBUG] [Frame 0034] Decode: 12.0ms | Pre: 1.2ms | YOLO: 8.1ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 22.2ms
2026-07-20 18:00:01.284 [DEBUG] [Frame 0035] Decode: 12.4ms | Pre: 1.2ms | YOLO: 9.7ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 24.0ms
2026-07-20 18:00:01.308 [DEBUG] [Frame 0036] Decode: 11.7ms | Pre: 1.4ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 23.8ms
2026-07-20 18:00:01.331 [DEBUG] [Frame 0037] Decode: 11.0ms | Pre: 1.5ms | YOLO: 10.0ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 23.1ms
2026-07-20 18:00:01.353 [DEBUG] [Frame 0038] Decode: 10.4ms | Pre: 1.1ms | YOLO: 9.7ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 22.0ms
2026-07-20 18:00:01.377 [DEBUG] [Frame 0039] Decode: 11.9ms | Pre: 1.5ms | YOLO: 10.0ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 24.2ms
2026-07-20 18:00:01.400 [DEBUG] [Frame 0040] Decode: 12.3ms | Pre: 1.4ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 22.7ms
2026-07-20 18:00:01.422 [DEBUG] [Frame 0041] Decode: 11.0ms | Pre: 1.3ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 22.4ms
2026-07-20 18:00:01.444 [DEBUG] [Frame 0042] Decode: 11.6ms | Pre: 1.1ms | YOLO: 8.1ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 21.7ms
2026-07-20 18:00:01.467 [DEBUG] [Frame 0043] Decode: 11.4ms | Pre: 1.2ms | YOLO: 10.0ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 23.4ms
2026-07-20 18:00:01.490 [DEBUG] [Frame 0044] Decode: 11.3ms | Pre: 1.1ms | YOLO: 9.8ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 23.1ms
2026-07-20 18:00:01.512 [DEBUG] [Frame 0045] Decode: 10.4ms | Pre: 1.1ms | YOLO: 9.1ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 21.4ms
2026-07-20 18:00:01.534 [DEBUG] [Frame 0046] Decode: 12.4ms | Pre: 1.2ms | YOLO: 7.6ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 22.1ms
2026-07-20 18:00:01.554 [DEBUG] [Frame 0047] Decode: 10.5ms | Pre: 1.2ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 20.4ms
2026-07-20 18:00:01.577 [DEBUG] [Frame 0048] Decode: 10.3ms | Pre: 1.4ms | YOLO: 10.1ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 22.3ms
2026-07-20 18:00:01.600 [DEBUG] [Frame 0049] Decode: 11.0ms | Pre: 1.5ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 23.2ms
2026-07-20 18:00:01.620 [DEBUG] [Frame 0050] Decode: 11.2ms | Pre: 1.1ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 20.7ms
2026-07-20 18:00:01.642 [DEBUG] [Frame 0051] Decode: 11.2ms | Pre: 1.2ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 21.7ms
2026-07-20 18:00:01.665 [DEBUG] [Frame 0052] Decode: 12.1ms | Pre: 1.2ms | YOLO: 8.9ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 23.2ms
2026-07-20 18:00:01.688 [DEBUG] [Frame 0053] Decode: 11.4ms | Pre: 1.3ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 22.7ms
2026-07-20 18:00:01.711 [DEBUG] [Frame 0054] Decode: 11.4ms | Pre: 1.4ms | YOLO: 8.7ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 22.4ms
2026-07-20 18:00:01.732 [DEBUG] [Frame 0055] Decode: 10.7ms | Pre: 1.4ms | YOLO: 8.8ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 21.7ms
2026-07-20 18:00:01.755 [DEBUG] [Frame 0056] Decode: 11.5ms | Pre: 1.4ms | YOLO: 9.2ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 22.9ms
2026-07-20 18:00:01.778 [DEBUG] [Frame 0057] Decode: 10.8ms | Pre: 1.4ms | YOLO: 10.0ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 23.0ms
2026-07-20 18:00:01.801 [DEBUG] [Frame 0058] Decode: 12.1ms | Pre: 1.1ms | YOLO: 9.0ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 22.7ms
2026-07-20 18:00:01.824 [DEBUG] [Frame 0059] Decode: 11.7ms | Pre: 1.2ms | YOLO: 9.0ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 22.8ms
2026-07-20 18:00:01.847 [DEBUG] [Frame 0060] Decode: 11.4ms | Pre: 1.5ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 23.0ms
2026-07-20 18:00:01.869 [DEBUG] [Frame 0061] Decode: 10.6ms | Pre: 1.3ms | YOLO: 9.0ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 21.9ms
2026-07-20 18:00:01.893 [DEBUG] [Frame 0062] Decode: 12.4ms | Pre: 1.3ms | YOLO: 9.7ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 24.2ms
2026-07-20 18:00:01.915 [DEBUG] [Frame 0063] Decode: 11.2ms | Pre: 1.5ms | YOLO: 9.0ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 22.1ms
2026-07-20 18:00:01.937 [DEBUG] [Frame 0064] Decode: 11.9ms | Pre: 1.4ms | YOLO: 8.3ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 22.5ms
2026-07-20 18:00:01.959 [DEBUG] [Frame 0065] Decode: 10.6ms | Pre: 1.1ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 21.9ms
2026-07-20 18:00:01.981 [DEBUG] [Frame 0066] Decode: 10.7ms | Pre: 1.3ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 21.5ms
2026-07-20 18:00:02.001 [DEBUG] [Frame 0067] Decode: 11.0ms | Pre: 1.3ms | YOLO: 7.7ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 20.7ms
2026-07-20 18:00:02.024 [DEBUG] [Frame 0068] Decode: 12.2ms | Pre: 1.3ms | YOLO: 8.1ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 22.3ms
2026-07-20 18:00:02.048 [DEBUG] [Frame 0069] Decode: 12.2ms | Pre: 1.4ms | YOLO: 9.5ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 23.8ms
2026-07-20 18:00:02.068 [DEBUG] [Frame 0070] Decode: 10.9ms | Pre: 1.1ms | YOLO: 7.9ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 20.5ms
2026-07-20 18:00:02.091 [DEBUG] [Frame 0071] Decode: 11.9ms | Pre: 1.0ms | YOLO: 9.0ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 22.5ms
2026-07-20 18:00:02.113 [DEBUG] [Frame 0072] Decode: 10.9ms | Pre: 1.4ms | YOLO: 9.6ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 22.7ms
2026-07-20 18:00:02.135 [DEBUG] [Frame 0073] Decode: 11.4ms | Pre: 1.4ms | YOLO: 8.6ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 22.0ms
2026-07-20 18:00:02.158 [DEBUG] [Frame 0074] Decode: 12.2ms | Pre: 1.5ms | YOLO: 8.7ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 23.2ms
2026-07-20 18:00:02.180 [DEBUG] [Frame 0075] Decode: 10.6ms | Pre: 1.3ms | YOLO: 8.8ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 21.7ms
2026-07-20 18:00:02.203 [DEBUG] [Frame 0076] Decode: 12.6ms | Pre: 1.4ms | YOLO: 8.6ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 23.4ms
2026-07-20 18:00:02.224 [DEBUG] [Frame 0077] Decode: 10.2ms | Pre: 1.2ms | YOLO: 8.3ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 20.5ms
2026-07-20 18:00:02.246 [DEBUG] [Frame 0078] Decode: 10.8ms | Pre: 1.2ms | YOLO: 9.1ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 21.6ms
2026-07-20 18:00:02.267 [DEBUG] [Frame 0079] Decode: 11.5ms | Pre: 1.2ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.7ms
2026-07-20 18:00:02.290 [DEBUG] [Frame 0080] Decode: 12.0ms | Pre: 1.2ms | YOLO: 9.0ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 23.1ms
2026-07-20 18:00:02.313 [DEBUG] [Frame 0081] Decode: 11.8ms | Pre: 1.2ms | YOLO: 8.8ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 22.5ms
2026-07-20 18:00:02.337 [DEBUG] [Frame 0082] Decode: 12.1ms | Pre: 1.3ms | YOLO: 9.6ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 23.7ms
2026-07-20 18:00:02.361 [DEBUG] [Frame 0083] Decode: 12.5ms | Pre: 1.4ms | YOLO: 9.5ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 24.2ms
2026-07-20 18:00:02.382 [DEBUG] [Frame 0084] Decode: 12.0ms | Pre: 1.1ms | YOLO: 7.6ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.3ms
2026-07-20 18:00:02.405 [DEBUG] [Frame 0085] Decode: 12.6ms | Pre: 1.4ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 22.6ms
2026-07-20 18:00:02.428 [DEBUG] [Frame 0086] Decode: 12.0ms | Pre: 1.2ms | YOLO: 9.3ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 23.5ms
2026-07-20 18:00:02.450 [DEBUG] [Frame 0087] Decode: 11.0ms | Pre: 1.2ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 21.6ms
2026-07-20 18:00:02.472 [DEBUG] [Frame 0088] Decode: 12.0ms | Pre: 1.4ms | YOLO: 8.6ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 22.6ms
2026-07-20 18:00:02.493 [DEBUG] [Frame 0089] Decode: 10.6ms | Pre: 1.1ms | YOLO: 8.0ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 20.5ms
2026-07-20 18:00:02.518 [DEBUG] [Frame 0090] Decode: 12.4ms | Pre: 1.5ms | YOLO: 10.0ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 24.6ms
2026-07-20 18:00:02.540 [DEBUG] [Frame 0091] Decode: 12.5ms | Pre: 1.2ms | YOLO: 8.2ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 22.7ms
2026-07-20 18:00:02.564 [DEBUG] [Frame 0092] Decode: 12.4ms | Pre: 1.1ms | YOLO: 9.3ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 23.6ms
2026-07-20 18:00:02.587 [DEBUG] [Frame 0093] Decode: 11.5ms | Pre: 1.4ms | YOLO: 9.7ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 23.1ms
2026-07-20 18:00:02.610 [DEBUG] [Frame 0094] Decode: 11.7ms | Pre: 1.3ms | YOLO: 9.3ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 23.3ms
2026-07-20 18:00:02.633 [DEBUG] [Frame 0095] Decode: 10.5ms | Pre: 1.5ms | YOLO: 9.8ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 22.8ms
2026-07-20 18:00:02.654 [DEBUG] [Frame 0096] Decode: 11.1ms | Pre: 1.1ms | YOLO: 8.1ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 21.1ms
2026-07-20 18:00:02.676 [DEBUG] [Frame 0097] Decode: 11.4ms | Pre: 1.1ms | YOLO: 8.8ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 21.8ms
2026-07-20 18:00:02.701 [DEBUG] [Frame 0098] Decode: 12.6ms | Pre: 1.4ms | YOLO: 10.1ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 25.0ms
2026-07-20 18:00:02.724 [DEBUG] [Frame 0099] Decode: 10.9ms | Pre: 1.3ms | YOLO: 10.1ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 23.1ms
2026-07-20 18:00:02.747 [DEBUG] [Frame 0100] Decode: 11.6ms | Pre: 1.1ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 23.3ms
2026-07-20 18:00:02.770 [DEBUG] [Frame 0101] Decode: 12.5ms | Pre: 1.2ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 23.0ms
2026-07-20 18:00:02.793 [DEBUG] [Frame 0102] Decode: 10.4ms | Pre: 1.3ms | YOLO: 10.0ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 22.7ms
2026-07-20 18:00:02.816 [DEBUG] [Frame 0103] Decode: 11.9ms | Pre: 1.2ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 22.5ms
2026-07-20 18:00:02.838 [DEBUG] [Frame 0104] Decode: 11.9ms | Pre: 1.1ms | YOLO: 9.0ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 22.6ms
2026-07-20 18:00:02.861 [DEBUG] [Frame 0105] Decode: 11.7ms | Pre: 1.4ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 23.2ms
2026-07-20 18:00:02.885 [DEBUG] [Frame 0106] Decode: 12.6ms | Pre: 1.1ms | YOLO: 8.6ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 23.3ms
2026-07-20 18:00:02.909 [DEBUG] [Frame 0107] Decode: 12.2ms | Pre: 1.1ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 24.0ms
2026-07-20 18:00:02.930 [DEBUG] [Frame 0108] Decode: 10.6ms | Pre: 1.4ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 20.8ms
2026-07-20 18:00:02.953 [DEBUG] [Frame 0109] Decode: 10.8ms | Pre: 1.3ms | YOLO: 10.1ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 23.1ms
2026-07-20 18:00:02.975 [DEBUG] [Frame 0110] Decode: 11.2ms | Pre: 1.4ms | YOLO: 8.8ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 22.3ms
2026-07-20 18:00:02.996 [DEBUG] [Frame 0111] Decode: 11.3ms | Pre: 1.2ms | YOLO: 8.4ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.5ms
2026-07-20 18:00:03.017 [DEBUG] [Frame 0112] Decode: 11.1ms | Pre: 1.0ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 20.9ms
2026-07-20 18:00:03.041 [DEBUG] [Frame 0113] Decode: 12.0ms | Pre: 1.4ms | YOLO: 9.1ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 23.4ms
2026-07-20 18:00:03.063 [DEBUG] [Frame 0114] Decode: 10.2ms | Pre: 1.0ms | YOLO: 9.9ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 22.0ms
2026-07-20 18:00:03.085 [DEBUG] [Frame 0115] Decode: 11.2ms | Pre: 1.3ms | YOLO: 9.2ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 22.7ms
2026-07-20 18:00:03.109 [DEBUG] [Frame 0116] Decode: 12.6ms | Pre: 1.1ms | YOLO: 9.1ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 23.3ms
2026-07-20 18:00:03.130 [DEBUG] [Frame 0117] Decode: 10.3ms | Pre: 1.2ms | YOLO: 9.0ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.1ms
2026-07-20 18:00:03.151 [DEBUG] [Frame 0118] Decode: 10.6ms | Pre: 1.5ms | YOLO: 8.5ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.1ms
2026-07-20 18:00:03.171 [DEBUG] [Frame 0119] Decode: 10.5ms | Pre: 1.2ms | YOLO: 7.6ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 20.1ms
2026-07-20 18:00:03.192 [DEBUG] [Frame 0120] Decode: 11.2ms | Pre: 1.2ms | YOLO: 8.3ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 21.4ms
2026-07-20 18:00:03.215 [DEBUG] [Frame 0121] Decode: 10.7ms | Pre: 1.5ms | YOLO: 9.4ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 22.5ms
2026-07-20 18:00:03.237 [DEBUG] [Frame 0122] Decode: 12.3ms | Pre: 1.1ms | YOLO: 8.0ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 22.5ms
2026-07-20 18:00:03.259 [DEBUG] [Frame 0123] Decode: 11.1ms | Pre: 1.1ms | YOLO: 8.7ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 21.5ms
2026-07-20 18:00:03.282 [DEBUG] [Frame 0124] Decode: 11.8ms | Pre: 1.5ms | YOLO: 9.6ms | DINOv2: Skipped | Overhead: 0.7ms | Total: 23.6ms
2026-07-20 18:00:03.305 [DEBUG] [Frame 0125] Decode: 11.9ms | Pre: 1.1ms | YOLO: 8.7ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 22.4ms
2026-07-20 18:00:03.326 [DEBUG] [Frame 0126] Decode: 10.9ms | Pre: 1.4ms | YOLO: 8.3ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 21.6ms
2026-07-20 18:00:03.350 [DEBUG] [Frame 0127] Decode: 12.3ms | Pre: 1.1ms | YOLO: 9.1ms | DINOv2: Skipped | Overhead: 0.6ms | Total: 23.2ms
2026-07-20 18:00:03.373 [DEBUG] [Frame 0128] Decode: 12.5ms | Pre: 1.4ms | YOLO: 8.4ms | DINOv2: Skipped | Overhead: 0.8ms | Total: 23.0ms
2026-07-20 18:00:03.394 [DEBUG] [Frame 0129] Decode: 12.0ms | Pre: 1.5ms | YOLO: 7.8ms | DINOv2: Skipped | Overhead: 0.5ms | Total: 21.8ms
2026-07-20 18:00:03.417 [DEBUG] [Frame 0130] Decode: 10.7ms | Pre: 1.3ms | YOLO: 10.0ms | DINOv2: Skipped | Overhead: 0.9ms | Total: 22.9ms
2026-07-20 18:00:03.438 [DEBUG] [Frame 0131] Decode: 10.6ms | Pre: 1.2ms | YOLO: 8.3ms | DINOv2: Skipped | Overhead: 1.0ms | Total: 21.0ms
